股票代號,股票名稱,收盤價,月平均價
"030413","玉晶光元大25購05","1.33","1.46"
"030414","碩天元大25購04","0.55","0.71"
"030415","世芯元大25購01","1.89","2.02"
"030416","世芯元大25購02","1.75","1.86"
"030417","世芯元大29購03","1.78","1.89"
"030418","日月光元大25購02","2.07","2.20"
"030419","新唐元大25購04","0.75","0.80"
"03041P","康普凱基24售02","","0.99"
"030420","嘉聯益元大25購05","0.72","0.91"
"030421","南電元大25購07","2.11","2.56"
"030422","南電元大25購08","2.08","2.51"
"030423","臺股指元大29購15","1.45","1.49"
"030424","臺股指元大29購16","1.25","1.26"
"030425","臺股指元大2A購08","1.46","1.52"
"030426","臺股指元大2A購09","1.36","1.37"
"030427","南亞國票25購01","0.84","1.00"
"030428","中興電國票26購02","5.40","4.63"
"030429","華新國票26購02","2.31","2.30"
"03042P","力積電凱基25售01","0.18","0.19"
"030431","聯電國票26購02","","1.03"
"030432","國巨國票25購03","","2.28"
"030433","台積電國票27購03","","0.92"
"030434","長榮國票26購02","2.00","2.03"
"030435","八方國票26購02","1.27","1.36"
"030436","世芯國票26購04","1.27","1.41"
"030437","貿聯國票26購02","2.23","2.31"
"030438","新唐國票26購02","","1.44"
"030439","威鋒電國票27購01","","1.59"
"03043P","南電凱基23售12","","0.19"
"030440","華新康和27購01","","1.53"
"030441","東陽永豐25購01","1.72","1.64"
"030442","華新永豐26購01","2.02","2.03"
"030443","台光電永豐25購01","1.07","1.13"
"030444","世芯永豐27購01","1.26","1.36"
"030445","晶碩永豐25購02","2.31","2.11"
"030446","裕隆元富25購05","2.64","2.60"
"030447","聯電元富25購06","","0.90"
"030449","大立光元富2B購01","1.15","1.14"
"03044P","台灣50元大23售25","0.57","0.63"
"030450","台勝科元富25購02","1.27","1.44"
"030451","世芯元富25購06","5.30","5.32"
"030452","世芯元富2B購01","1.75","1.84"
"030453","遠東新麥證25購01","2.17","2.18"
"030455","T50反1國泰27購01","","0.51"
"030456","大成鋼國泰27購01","2.26","1.85"
"030457","元黃金群益27購01","","1.18"
"030458","道瓊反群益29購06","","0.78"
"030459","裕隆群益26購01","5.70","5.52"
"03045P","台灣50元大23售26","0.79","0.81"
"030460","萬海群益25購06","1.20","1.19"
"030461","富邦金群益25購01","","1.28"
"030462","大立光群益25購13","1.34","1.33"
"030463","玉晶光群益25購03","1.07","1.18"
"030464","世芯群益25購05","","1.99"
"030465","元晶群益25購04","0.82","0.75"
"030466","力智群益25購05","1.69","2.29"
"030467","南電群益25購04","3.16","4.02"
"030468","台積電法興25購03","2.18","2.28"
"030469","台積電法興25購04","1.87","1.85"
"03046P","台灣50元大23售27","1.02","1.01"
"030470","聯發科法興25購01","2.15","3.12"
"030471","裕隆兆豐25購01","1.86","1.77"
"030472","光罩兆豐27購01","1.71","1.76"
"030473","長榮兆豐28購01","1.20","1.22"
"030474","玉晶光兆豐25購02","0.93","1.09"
"030475","臻鼎兆豐27購01","0.68","0.89"
"030476","台灣50凱基29購01","1.63","1.82"
"030477","台灣50凱基2B購01","","2.14"
"030478","元石油凱基29購02","","1.05"
"030479","臺指反凱基2B購05","","0.81"
"03047P","台灣50元大24售15","0.88","0.91"
"03047X","元展44","","36.64"
"030480","道瓊反凱基29購04","0.43","0.44"
"030481","SGBR2X凱基29購02","1.04","1.02"
"030482","南亞凱基25購01","1.01","1.24"
"030483","和大凱基25購01","1.72","1.71"
"030484","裕隆凱基25購03","2.26","2.22"
"030485","光罩凱基27購03","1.98","2.20"
"030486","友達凱基25購07","0.87","1.07"
"030487","仲琦凱基25購01","1.51","1.86"
"030488","聯發科凱基25購19","1.05","1.32"
"030489","興富發凱基26購01","0.70","1.00"
"03048P","台灣50元大24售16","1.03","1.03"
"030490","長榮凱基25購17","1.74","1.75"
"030491","陽明凱基25購05","1.89","2.01"
"030492","漢翔凱基26購01","1.71","1.63"
"030493","三商壽凱基26購01","0.65","0.79"
"030494","玉晶光凱基26購03","1.01","1.10"
"030495","新唐凱基27購02","1.25","1.34"
"030496","眾達凱基26購01","1.05","1.12"
"030497","聯茂凱基27購01","","1.40"
"030498","富鼎凱基28購02","","0.68"
"030499","電子類凱基26購05","","1.32"
"03049P","怡利電元大23售08","","0.95"
"03049X","元展46","11.80","11.00"
"030500","SGBR2X元大26購03","","0.97"
"030503","台泥元大25購03","0.97","1.05"
"030504","華新元大25購11","2.55","2.65"
"030505","華新元大25購12","2.48","2.58"
"030506","裕隆元大25購13","2.98","2.89"
"030507","台積電元大25購39","1.21","1.16"
"030508","台積電元大29購31","","1.51"
"030509","義隆元大25購02","1.76","1.93"
"03050P","怡利電元大23售09","","1.11"
"03050X","元展47","14.50","14.75"
"030510","智原元大25購06","1.57","1.65"
"030511","建漢元大25購01","2.02","2.22"
"030512","瑞鼎元大25購05","1.65","1.80"
"030513","世芯元大25購05","","1.99"
"030514","世芯元大25購06","1.82","1.98"
"030515","材料元大25購04","1.84","1.75"
"030516","正文元大25購01","","0.79"
"030517","祥碩元大25購09","1.31","1.62"
"030518","啟碁元大25購06","0.69","0.79"
"030519","GIS元大25購03","2.42","2.28"
"03051P","陽明元大23售14","1.93","2.02"
"030520","志強元大25購01","1.01","1.13"
"030521","南電元大25購09","2.05","2.52"
"030522","南電元大25購10","2.10","2.56"
"030523","電子類元大29購01","","1.10"
"030524","電子類元大29購02","1.01","1.11"
"030525","金融類元大29購01","","1.82"
"030526","金融類元大29購02","","1.51"
"030527","道瓊反富邦27購01","1.19","1.19"
"030528","台積電富邦26購11","1.12","1.28"
"030529","友達富邦26購05","0.60","0.69"
"03052P","萬海元大23售29","1.42","1.57"
"030530","聯發科富邦26購04","1.26","1.52"
"030531","聯詠富邦26購02","1.70","1.57"
"030532","新唐富邦25購01","0.59","0.60"
"030533","祥碩富邦25購02","0.66","0.77"
"030534","嘉聯益富邦28購01","0.55","0.73"
"030535","力積電富邦26購04","1.10","1.19"
"030536","全新國票25購01","","0.83"
"030537","元晶國票26購02","1.03","1.06"
"030538","全新中信26購01","0.32","0.33"
"030539","世芯中信29購01","1.42","1.55"
"03053P","健策元大23售16","","1.33"
"030540","敦泰統一28購01","","0.88"
"030541","新唐台新25購01","1.18","1.21"
"030542","敦泰國泰27購01","1.11","1.33"
"030543","台泥永豐25購01","1.34","1.46"
"030544","中鋼永豐25購01","1.20","1.16"
"030545","中華永豐26購01","1.16","1.23"
"030546","仁寶永豐25購01","","0.95"
"030547","旺宏永豐25購02","","1.10"
"030548","瑞昱永豐25購02","0.70","0.86"
"030549","全新永豐26購01","0.65","0.86"
"030550","景碩永豐26購01","0.64","0.85"
"030551","台勝科永豐25購03","0.82","0.94"
"030552","AES永豐26購01","1.06","1.37"
"030553","富邦媒永豐25購01","1.27","1.27"
"030554","鴻海康和26購02","0.84","0.92"
"030555","台積電康和25購08","","1.32"
"030556","富邦金康和25購01","0.95","1.32"
"030557","開發金康和25購02","0.57","0.70"
"030558","欣興康和25購04","0.48","0.63"
"030559","世紀鋼康和25購01","1.72","1.59"
"03055P","華孚元大23售01","","1.01"
"030560","T50反1元大29購05","0.60","0.60"
"030561","T50反1元大2A購04","0.64","0.65"
"030562","FB越南元大27購02","1.05","1.07"
"030563","中興電元大25購03","3.12","2.62"
"030564","華新元大25購13","6.30","6.61"
"030565","華新元大25購14","1.12","1.14"
"030566","鴻海元大25購10","","1.49"
"030568","台積電元大25購42","1.24","1.28"
"030569","台積電元大29購32","0.91","0.91"
"03056P","怡利電國票23售05","","0.68"
"030570","義隆元大25購03","1.68","1.60"
"030571","玉晶光元大25購06","1.12","1.33"
"030572","揚明光元大25購01","","1.11"
"030573","世芯元大25購09","1.49","1.48"
"030574","世芯元大25購10","","1.68"
"030575","拓凱元大25購03","1.69","1.70"
"030576","材料元大25購05","1.67","1.56"
"030577","眾達元大28購02","1.26","1.30"
"030578","祥碩元大25購10","1.36","1.57"
"030579","聯茂元大25購04","","1.71"
"03057P","陽明國票23售05","1.37","1.46"
"030580","威鋒電元大25購05","","1.22"
"030581","振樺電元大25購03","1.04","1.24"
"030582","裕隆元富28購02","2.51","2.34"
"030583","台光電元富26購01","","1.49"
"030584","全新元富26購01","0.64","0.76"
"030585","大立光元富2B購02","1.21","1.25"
"030586","華擎元富25購02","3.92","2.68"
"030587","世芯元富26購03","1.38","1.53"
"030588","力積電元富25購01","1.46","1.63"
"030589","裕隆麥證27購01","2.47","2.38"
"03058P","T50正2國票28售01","","1.73"
"030590","元油反富邦27購01","","0.96"
"030591","大成鋼富邦25購02","1.77","1.51"
"030592","聯電富邦26購03","","0.67"
"030593","鴻海富邦26購03","","1.02"
"030594","技嘉富邦26購02","1.10","0.85"
"030595","南亞科富邦26購01","0.57","0.57"
"030596","全新富邦25購01","","0.41"
"030597","欣興富邦27購03","0.59","0.72"
"030598","富采富邦26購01","0.77","0.70"
"030599","聯茂富邦25購01","0.55","0.54"
"03059P","陽明國票24售04","","1.30"
"030600","上証2X凱基29購01","","2.29"
"030601","A50正2凱基28購01","","1.88"
"030602","台泥凱基28購01","","1.09"
"030603","中砂凱基26購02","1.24","1.24"
"030604","台積電凱基29購01","","2.76"
"030605","台積電凱基2A購10","","2.27"
"030606","聯發科凱基26購08","0.92","1.30"
"030607","長榮凱基27購06","1.77","1.81"
"030608","長榮航凱基25購10","2.88","2.69"
"030609","臺企銀凱基26購01","0.83","0.83"
"030610","智原凱基27購01","1.03","1.20"
"030611","玉晶光凱基26購04","1.44","1.52"
"030612","世芯凱基25購02","","1.29"
"030613","世芯凱基27購04","","1.84"
"030614","致伸凱基25購03","1.44","1.45"
"030615","上証2X群益25購03","3.00","3.07"
"030616","滬深2X群益25購05","","2.43"
"030617","FBNQ2X群益25購01","","1.04"
"030618","光罩群益25購02","3.14","3.38"
"030619","聯發科群益27購03","","1.27"
"03061P","台灣50元富23售02","1.03","1.06"
"030620","聯發科群益27購04","1.12","1.77"
"030621","宏達電群益25購04","","7.85"
"030622","聯詠群益25購04","","1.70"
"030623","智原群益25購06","1.52","1.64"
"030624","世芯群益25購06","","2.27"
"030625","貿聯群益25購04","2.00","1.98"
"030626","致伸群益25購01","","0.39"
"030627","眾達群益25購02","0.93","0.99"
"030628","乙盛群益25購03","2.55","2.69"
"030629","臺股指群益25購15","1.53","1.62"
"03062P","聚陽元富23售02","","0.57"
"030630","A50正2永豐26購01","","1.70"
"030631","光罩永豐27購02","","1.01"
"030632","華碩永豐25購01","1.01","1.17"
"030633","飛宏永豐26購01","1.00","1.09"
"030634","合勤控永豐25購02","1.32","1.10"
"030635","AES永豐27購01","0.96","1.17"
"030636","友達國票25購03","0.78","0.93"
"030638","聯詠國票26購01","1.81","1.67"
"030639","創意國票26購03","3.22","3.18"
"03063P","聯電元富23售04","","0.71"
"030640","台勝科國票26購02","1.06","1.18"
"030641","材料國票26購02","2.48","2.39"
"030642","穎崴國票26購01","1.44","1.73"
"030643","AES國票26購03","1.06","1.34"
"030644","南電國票26購04","1.92","2.35"
"030645","富鼎國票26購03","1.16","1.31"
"030646","臺指反凱基2B購06","","0.92"
"030647","川湖凱基25購01","1.22","1.39"
"030648","裕隆凱基25購05","2.63","2.49"
"030649","鴻海凱基25購08","0.54","0.68"
"03064P","金寶元富23售03","0.91","0.95"
"030650","台積電凱基2A購11","2.63","2.66"
"030651","台積電凱基3B購01","","3.87"
"030652","瑞昱凱基25購05","","0.99"
"030653","漢唐凱基26購01","1.59","1.71"
"030654","長榮凱基25購18","0.67","0.75"
"030655","陽明凱基27購04","1.43","1.49"
"030656","萬海凱基25購09","","0.93"
"030657","智原凱基26購02","1.29","1.36"
"030658","創意凱基25購05","1.50","1.47"
"030659","創意凱基27購03","1.59","1.56"
"03065P","景碩元富23售02","","0.76"
"030660","創意凱基2A購01","1.70","1.66"
"030661","拓凱凱基25購02","1.65","1.62"
"030662","祥碩凱基25購05","1.07","1.27"
"030663","帆宣凱基27購01","1.02","1.06"
"030664","滬深2X元富2B購01","2.35","2.25"
"030665","台達電元富26購01","1.24","1.39"
"030666","創意元富28購04","2.40","2.48"
"030667","創意元富28購05","3.00","3.04"
"030668","華擎元富28購02","1.21","0.80"
"030669","中華麥證25購01","1.08","1.15"
"03066P","創意元富23售02","0.26","0.38"
"030670","聯電富邦26購04","0.86","0.97"
"030671","聯發科富邦26購05","","1.29"
"030672","玉晶光富邦27購01","0.57","0.58"
"030673","華新中信25購03","1.17","1.16"
"030674","飛宏中信27購01","","0.38"
"030675","裕民中信27購01","1.37","1.13"
"030676","萬海中信25購02","0.34","0.34"
"030677","AES中信25購02","0.30","0.42"
"030678","長榮統一2B購01","1.44","1.44"
"030679","創意統一27購03","0.92","0.91"
"03067P","世芯元富23售06","0.75","0.78"
"030680","創意統一2A購01","0.71","0.70"
"030681","敦泰統一27購01","0.78","0.89"
"030682","聯電國泰27購04","","1.02"
"030683","台達電國泰27購01","1.07","1.14"
"030684","創意國泰27購01","2.16","2.13"
"030685","創意國泰27購02","1.91","1.88"
"030686","祥碩國泰27購01","1.17","1.34"
"030687","南電國泰27購01","1.37","1.69"
"030688","T50正2群益27購02","2.61","2.80"
"030689","裕隆群益25購02","","2.50"
"03068P","臺股指富邦26售02","0.62","0.64"
"030690","裕隆群益27購01","2.96","2.94"
"030691","宏達電群益26購04","2.21","2.36"
"030692","長榮群益27購03","1.30","1.34"
"030693","大立光群益25購15","0.95","0.88"
"030694","創意群益25購06","3.07","2.99"
"030695","上証2X元大26購02","","1.88"
"030696","滬深2X元大25購06","","2.39"
"030697","元油反元大25購02","1.21","1.26"
"030698","台泥元大25購04","1.20","1.24"
"030699","中興電元大25購04","2.81","2.18"
"03069P","台積電中信27售01","0.82","0.87"
"030700","華新元大25購15","0.79","0.80"
"030701","中鴻元大25購03","2.67","1.92"
"030702","大成鋼元大25購03","3.12","2.69"
"030703","裕隆元大27購01","2.37","2.33"
"030705","國巨元大25購11","2.14","2.04"
"030707","台積電元大25購45","1.14","1.14"
"030709","台亞元大25購01","1.60","1.86"
"03070P","聯電群益23售10","0.69","0.78"
"030710","瑞昱元大25購05","0.67","0.89"
"030711","全新元大25購01","0.72","0.99"
"030712","萬海元大25購08","1.25","1.12"
"030713","慧洋元大25購07","1.64","1.48"
"030714","智原元大25購07","","1.63"
"030715","欣興元大25購13","5.25","5.99"
"030716","拓凱元大25購04","1.86","1.79"
"030717","新唐元大25購05","1.00","1.00"
"030718","祥碩元大25購11","1.10","1.29"
"030719","聯茂元大25購05","1.50","1.48"
"030720","威鋒電元大25購06","","1.39"
"030721","南電元大25購11","0.64","0.80"
"030722","創意康和27購01","1.32","1.30"
"030723","富鼎永豐26購02","0.75","0.84"
"030724","裕隆統一28購01","0.58","0.57"
"030725","光罩統一27購02","1.08","1.14"
"030726","T50正2元富25購01","","1.54"
"030727","A50正2元富28購02","","2.15"
"030728","愛普元富25購03","0.88","1.06"
"030729","國巨麥證25購02","2.64","2.50"
"03072P","陽明群益23售12","","1.85"
"030730","飛宏麥證26購01","1.03","1.10"
"030731","創意麥證25購03","2.18","2.16"
"030732","創意麥證26購02","1.37","1.38"
"030733","道瓊反國票27購02","","0.93"
"030734","元美指國票2A購01","","0.56"
"030735","飛宏國票26購01","0.99","1.05"
"030736","王品國票26購04","2.05","2.27"
"030737","世芯國票25購03","1.28","1.41"
"030738","寶成國票26購01","2.28","2.29"
"030740","臺指反凱基2B購07","","0.68"
"030741","中興電凱基25購02","4.22","3.10"
"030742","華新凱基25購08","1.99","1.99"
"030743","台積電凱基27購19","","2.81"
"030744","台積電凱基27購20","","2.53"
"030745","台亞凱基25購01","1.28","1.45"
"030746","技嘉凱基27購02","1.30","0.99"
"030747","微星凱基25購03","0.85","0.85"
"030748","飛宏凱基25購01","0.83","0.83"
"030749","新興凱基25購01","1.43","1.26"
"03074F","恒指麥證26購01","1.46","1.56"
"03074P","電子類群益24售02","1.06","1.08"
"03074X","元展69","","15.67"
"030750","慧洋凱基27購02","1.82","1.44"
"030751","創意凱基25購07","1.76","1.71"
"030752","揚明光凱基25購04","","1.48"
"030753","合勤控凱基25購02","1.28","1.23"
"030754","三福化凱基25購02","1.67","1.79"
"030755","元晶凱基26購03","1.93","1.81"
"030756","愛普凱基26購02","1.29","1.53"
"030757","AES凱基25購06","1.11","1.39"
"030758","臺指2X中信28購02","0.86","0.83"
"030759","敦泰中信25購01","1.65","2.08"
"03075P","金融類群益24售01","1.18","1.23"
"030760","台積電富邦26購12","0.70","0.68"
"030761","聯發科富邦28購02","1.15","1.47"
